Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,
,NOMOR,TAHUN,,,,,,,,,,,,,
,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,,
,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,,
72.01.07.2025,,,,,,,,15,Toipan,,,,,,
,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,,
72.01.07.2026,,,,,,,16,Siuna,,,,,,,
72.01.07.2027,,,,,,,17,Pinapuan,,,,,,,
,,,,,,,,Balean,,,,Menjadi wil Kec. Lobu Perda No. 21/2009,,,
72.01.07.2029,,,,,,,18,Sepa,,,,,,,
72.01.07.2030,,,,,,,19,Taloyon,,,,,,,
72.01.07.2031,,,,,,,20,Uwedaka,,,,,,,
72.01.07.2032,,,,,,,21,Tintingan,,,,,,,
72.01.07.2033,,,,,,,22,Bungawon,,,,,,,
72.01.07.2034,,,,,,,23,Huhak,,,,,,,
72.01.07.2035,,,,,,,24,Poh,,,,,,,
,,,,,,,,Salipi,,,,,,,
