Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,
,,NOMOR,TAHUN,,,,,,,,,,,,
,,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,
,,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,
,,,JUMLAH,,,N A M A,/   J U M L A H,,,LUAS,JUMLAH,,,,
K O D E,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
,,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,(Km2),(Jiwa) *),,,,
63.01.08.2009,,,,,,,9,Martadah Baru,,,,,,,
63.01.09,,,,9,Batu Ampar,-,,,14,,,,,,
63.01.09.2001,,,,,,,1,Batu Ampar,,,,,,,
63.01.09.2002,,,,,,,2,Gunung Mas,,,,,,,
63.01.09.2003,,,,,,,3,Tajau Mulya,,,,,,,
63.01.09.2004,,,,,,,4,Jilatan,,,,,,,
63.01.09.2005,,,,,,,5,Durian Bungkuk,,,,,,,
63.01.09.2006,,,,,,,6,Ambawang,,,,,,,
63.01.09.2007,,,,,,,7,Damit,,,,,,,
63.01.09.2008,,,,,,,8,Gunung Melati,,,,,,,
63.01.09.2009,,,,,,,9,Bluru,,,,,,,
63.01.09.2010,,,,,,,10,Pantai Linuh,,,,,,,
63.01.09.2011,,,,,,,11,Damit Hulu,,,,,,,
63.01.09.2012,,,,,,,12,Jilatan Alur,,,,,,,
63.01.09.2013,,,,,,,13,Damar Lima,,,,,,,
63.01.09.2014,,,,,,,14,Tajau Pecah,,,,,,,
63.01.10,,,,10,Bajuin,-,,,9,,,Perda No. 2/2008,,,
63.01.10.2001,,,,,,,1,Bajuin,,,,Semula wil. Kec. Pelaihari,,,
63.01.10.2002,,,,,,,2,Sungai Bakar,,,,Semula wil. Kec. Pelaihari,,,
63.01.10.2003,,,,,,,3,Ketapang,,,,Semula wil. Kec. Pelaihari,,,
63.01.10.2004,,,,,,,4,Tirta Jaya,,,,Semula wil. Kec. Pelaihari,,,
63.01.10.2005,,,,,,,5,Galam,,,,Semula wil. Kec. Pelaihari,,,
63.01.10.2006,,,,,,,6,Pemalongan,,,,Semula wil. Kec. Pelaihari,,,
63.01.10.2007,,,,,,,7,Kunyit,,,,Semula wil. Kec. Pelaihari,,,
63.01.10.2008,,,,,,,8,Tebing Siring,,,,Semula wil. Kec. Pelaihari,,,
63.01.10.2009,,,,,,,9,Tanjung,,,,Semula wil. Kec. Pelaihari,,,
63.01.11,,,,11,Bumi Makmur,-,,,11,,,Perda No. 3/2008,,,
63.01.11.2001,,,,,,,1,Handil Babirik,,,,Semula wil. Kec. Kurau,,,
63.01.11.2002,,,,,,,2,Kurau Utara,,,,Semula wil. Kec. Kurau,,,
63.01.11.2003,,,,,,,3,Bumi Harapan,,,,Semula wil. Kec. Kurau,,,
63.01.11.2004,,,,,,,4,Sungai Rasau,,,,Semula wil. Kec. Kurau,,,
