Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,,
,,NOMOR,TAHUN,,,,,,,,,,,,,
,,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,,
,,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,,
,,,JUMLAH,,,N A M A,/   J U M L A H,,,LUAS,JUMLAH,,,,,
K O D E,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
,,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,(Km2),(Jiwa) *),,,,,
82.03.13.2005,,,,,,,5,Wangongira,,,Semula wil. Kec. Tobelo Selatan,,,,,
,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,
82.03.14,,,,11,Galela Barat,-,,,9,,,Perda No. 2/2006,,,,
82.03.14.2001,,,,,,,1,Soatobaru,,,,Semula wil. Kec. Galela,,,,
82.03.14.2002,,,,,,,2,Dokulamo,,,,Semula wil. Kec. Galela,,,,
82.03.14.2003,,,,,,,3,Duma,,,,Semula wil. Kec. Galela,,,,
82.03.14.2004,,,,,,,4,Gotalamo,,,,Semula wil. Kec. Galela,,,,
82.03.14.2005,,,,,,,5,Makete,,,,Semula wil. Kec. Galela,,,,
82.03.14.2006,,,,,,,6,Ngidiho,,,,Semula wil. Kec. Galela,,,,
82.03.14.2007,,,,,,,7,Roko,,,,Semula wil. Kec. Galela,,,,
82.03.14.2008,,,,,,,8,Samuda,,,,Semula wil. Kec. Galela,,,,
82.03.14.2009,,,,,,,9,Kira,,,,Semula wil. Kec. Galela,,,,
82.03.15,,,,12,Galela Utara,-,,,12,,,Perda No. 2/2006,,,,
82.03.15.2001,,,,,,,1,Limau,,,,Semula wil. Kec. Galela,,,,
82.03.15.2002,,,,,,,2,Lalonga,,,,Semula wil. Kec. Galela,,,,
82.03.15.2003,,,,,,,3,Bobisingo,,,,Semula wil. Kec. Galela,,,,
82.03.15.2004,,,,,,,4,Salimuli,,,,Semula wil. Kec. Galela,,,,
82.03.15.2005,,,,,,,5,Tutumaloleo,,,,Semula wil. Kec. Galela,,,,
82.03.15.2006,,,,,,,6,Saluta,,,,Semula wil. Kec. Galela,,,,
82.03.15.2007,,,,,,,7,Jere,,,,Semula wil. Kec. Galela,,,,
82.03.15.2008,,,,,,,8,Dodowo,,,,Semula wil. Kec. Galela,,,,
82.03.15.2009,,,,,,,9,Togasa,,,,Semula wil. Kec. Galela,,,,
82.03.15.2010,,,,,,,10,Beringin Jaya,,,,Semula wil. Kec. Galela,,,,
82.03.15.2011,,,,,,,11,Pelita,,,,Semula wil. Kec. Galela,,,,
82.03.15.2012,,,,,,,12,Jere Tua,,,,Semula wil. Kec. Galela,,,,
82.03.16,,,,13,Galela Selatan,-,,,7,,,Perda No. 2/2006,,,,
82.03.16.2001,,,,,,,1,Seki,,,,Semula wil. Kec. Galela,,,,
82.03.16.2002,,,,,,,2,Togawa,,,,Semula wil. Kec. Galela,,,,
82.03.16.2003,,,,,,,3,Soakonora,,,,Semula wil. Kec. Galela,,,,
82.03.16.2004,,,,,,,4,Igobula,,,,Semula wil. Kec. Galela,,,,
82.03.16.2005,,,,,,,5,Bale,,,,Semula wil. Kec. Galela,,,,
82.03.16.2006,,,,,,,6,Togawabesi,,,,Semula wil. Kec. Galela,,,,
82.03.16.2007,,,,,,,7,Ori,,,,Semula wil. Kec. Galela,,,,
,,,,,,,,,,,,,,,,
Morotai Timur,"Perda No. 2/2006, Menjadi wil. Kab. Pulau Morotai, UU No.",,,,,,,,,,,,,,,
53/2008,,,,,,,,,,,,,,,,
Buho-Buho,Semula wil. Kec. Morotai Utara,,,,,,,,,,,,,,,
Wewemo,Semula wil. Kec. Morotai Utara,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,LUAS,JUMLAH,,,,,,,,
,NAMA PROVINSI /,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,,,
K O D E,KABUPATEN / KOTA,,,,,,(Km2),(Jiwa) *),,,,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,,,,,,,,,
,,,,,,Mira,,,Semula wil. Kec. Morotai Utara,,,,,,,
,,,,,,Lifao,,,Semula wil. Kec. Morotai Utara,,,,,,,
,,,,,,Rahmat,,,Semula wil. Kec. Morotai Utara,,,,,,,
,,,,,,Sambiki,,,Semula wil. Kec. Morotai Selatan,,,,,,,
,,,,,,Sangowo,,,Semula wil. Kec. Morotai Selatan,,,,,,,
,,,,,,Sambiki Baru,,,Semula wil. Kec. Morotai Selatan,,,,,,,
,,,,,,,,,,,,,,,,
Morotai Jaya,"Perda No. 2/2006, Menjadi wil. Kab.Pulau Morotai, UU No.",,,,,,,,,,,,,,,
53/2008,,,,,,,,,,,,,,,,
,,,,,Pangeo,,Semula wil. Kec. Morotai Utara,,,,,,,,,
,,,,,Sopi,,Semula wil. Kec. Morotai Utara,,,,,,,,,
,,,,,Bere Bere Kecil,,Semula wil. Kec. Morotai Utara,,,,,,,,,
,,,,,Titigogoli,,Semula wil. Kec. Morotai Utara,,,,,,,,,
,,,,,Hapo,,Semula wil. Kec. Morotai Utara,,,,,,,,,
,,,,,Libano,,Semula wil. Kec. Morotai Utara,,,,,,,,,
,,,,,Aru,,Semula wil. Kec. Morotai Utara,,,,,,,,,
,,,,,Towara,,Semula wil. Kec. Morotai Utara,,,,,,,,,
,,,,,Cendana,,Semula wil. Kec. Morotai Utara,,,,,,,,,
82.03.19,14,Loloda Kepulauan,-,,,10,Perda No. 2/2006,,,,,,,,,
82.03.19.2001,,,,1,Salube,,Semula wil. Kec.Loloda Utara,,,,,,,,,
82.03.19.2002,,,,2,Dama,,Semula wil. Kec.Loloda Utara,,,,,,,,,
82.03.19.2003,,,,3,Dowonggila,,Semula wil. Kec.Loloda Utara,,,,,,,,,
82.03.19.2004,,,,4,Tuakara,,Semula wil. Kec.Loloda Utara,,,,,,,,,
82.03.19.2005,,,,5,Jikolamo,,Semula wil. Kec.Loloda Utara,,,,,,,,,
82.03.19.2006,,,,6,Dagasuli,,Semula wil. Kec.Loloda Utara,,,,,,,,,
82.03.19.2007,,,,7,Dedeta,,Semula wil. Kec.Loloda Utara,,,,,,,,,
82.03.19.2008,,,,8,Fitako,,Semula wil. Kec.Loloda Utara,,,,,,,,,
82.03.19.2009,,,,9,Tobo Tobo,,Semula wil. Kec.Loloda Utara,,,,,,,,,
82.03.19.2010,,,,10,Cera,,Semula wil. Kec.Loloda Utara,,,,,,,,,
82.03.20,15,Kao Utara,-,,,12,Perda No. 2/2006,,,,,,,,,
82.03.20.2001,,,,1,Wateto,,Semula wil. Kec.Kao,,,,,,,,,
82.03.20.2002,,,,2,Gulo,,Semula wil. Kec.Kao,,,,,,,,,
82.03.20.2003,,,,3,Tunuo,,Semula wil. Kec.Kao,,,,,,,,,
82.03.20.2004,,,,4,Pediwang,,Semula wil. Kec.Kao,,,,,,,,,
82.03.20.2005,,,,5,Bori,,Semula wil. Kec.Kao,,,,,,,,,
82.03.20.2006,,,,6,Doro,,Semula wil. Kec.Kao,,,,,,,,,
,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,
82.03.20.2007,,,,,,,7,Daru,,,,Semula wil. Kec.Kao,,,,
82.03.20.2008,,,,,,,8,Bobale,,,,Semula wil. Kec. Kao,,,,
82.03.20.2009,,,,,,,9,Gamlaha,,,,Semula wil. Kec. Kao,,,,
82.03.20.2010,,,,,,,10,Boulamo,,,,Semula wil. Kec. Kao,,,,
82.03.20.2011,,,,,,,11,Warudu,,,,Semula wil. Kec. Kao,,,,
82.03.20.2012,,,,,,,12,Dowongimaiti,,,,Semula wil. Kec. Kao,,,,
82.03.21,,,,16,Kao Barat,-,,,21,,,Perda No. 2/2006,,,,
82.03.21.2001,,,,,,,1,Gaga Apok,,,,Semula wil. Kec. Kao,,,,
82.03.21.2002,,,,,,,2,Ngoali,,,,Semula wil. Kec. Kao,,,,
82.03.21.2003,,,,,,,3,Momoda,,,,Semula wil. Kec. Kao,,,,
82.03.21.2004,,,,,,,4,Toliwang,,,,Semula wil. Kec. Kao,,,,
82.03.21.2005,,,,,,,5,Tolabit,,,,Semula wil. Kec. Kao,,,,
82.03.21.2006,,,,,,,6,Leleseng,,,,Semula wil. Kec. Kao,,,,
82.03.21.2007,,,,,,,7,Soa Hukum,,,,Semula wil. Kec. Kao,,,,
82.03.21.2008,,,,,,,8,Soa Maetek,,,,Semula wil. Kec. Kao,,,,
82.03.21.2009,,,,,,,9,Bailengit,,,,Semula wil. Kec. Kao,,,,
82.03.21.2010,,,,,,,10,Tuguis,,,,Semula wil. Kec. Kao,,,,
82.03.21.2011,,,,,,,11,Parseba,,,,Semula wil. Kec. Kao,,,,
82.03.21.2012,,,,,,,12,Pitago,,,,Semula wil. Kec. Kao,,,,
82.03.21.2013,,,,,,,13,Kai,,,,Semula wil. Kec. Kao,,,,
82.03.21.2014,,,,,,,14,Toboulamo,,,,Semula wil. Kec. Kao,,,,
82.03.21.2015,,,,,,,15,Makarti,,,,Semula wil. Kec. Kao,,,,
82.03.21.2016,,,,,,,16,Sangaji Jaya,,,,Semula wil. Kec. Kao,,,,
82.03.21.2017,,,,,,,17,Takimo,,,,Semula wil. Kec. Kao,,,,
82.03.21.2018,,,,,,,18,Torawat,,,,Semula wil. Kec. Kao,,,,
82.03.21.2019,,,,,,,19,Wonosari,,,,Semula wil. Kec. Kao,,,,
82.03.21.2020,,,,,,,20,Beringin Agung,,,,Semula wil. Kec. Kao,,,,
82.03.21.2021,,,,,,,21,Margomolyo,,,,Semula wil. Kec. Kao,,,,
82.03.22,,,,17,Kao Teluk,-,,,11,,,Perda No. 2/2006 Ttg Pembentukan Kec-kec Dalam Kab. Halut,,,,
82.03.22.2001,,,,,,,1,Tiowor,,,,Semula wil. Kec. Malifut,,,,
82.03.22.2002,,,,,,,2,Makaeling,,,,Semula wil. Kec. Malifut,,,,
82.03.22.2003,,,,,,,3,Tobanoma,,,,Semula wil. Kec. Malifut,,,,
82.03.22.2004,,,,,,,4,Barumadehe,,,,Semula wil. Kec. Malifut,,,,
82.03.22.2005,,,,,,,5,Kuntum Mekar,,,,Semula wil. Kec. Malifut,,,,
,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,JUMLAH,,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,
,,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),,,
,,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
82.03.22.2006,,,,,,,,,6,Pasir Putih,,,"Semula Wil. Kec.Makian Malifut sesuai PP No. 42/1999, menjadi",,,
,,,,,,,,,,,,,"wil. Kec. Malifut Kab Halut sesuai UU No 1/2003, kemudian",,,
,,,,,,,,,,,,,"menjadi Wil Kec. Kao Teluk berdasarkan Perda No. 2/2006,  Surat",,,
,,,,,,,,,,,,,"Mendagri No. 146.3/111/SJ, tgl 15 Jan 2010",,,
82.03.22.2007,,,,,,,,,7,Bobaneigo,,,"Semula Wil. Kec.Makian Malifut sesuai PP No. 42/1999, menjadi",,,
,,,,,,,,,,,,,"wil. Kec. Malifut Kab Halut sesuai UU No 1/2003, kemudian",,,
,,,,,,,,,,,,,"menjadi Wil Kec. Kao Teluk berdasarkan Perda No. 2/2006,  Surat",,,
,,,,,,,,,,,,,"Mendagri No. 146.3/111/SJ, tgl 15 Jan 2010",,,
82.03.22.2008,,,,,,,,,8,Tetewang,,,"Semula Wil. Kec.Makian Malifut sesuai PP No. 42/1999, menjadi",,,
,,,,,,,,,,,,,"wil. Kec. Malifut Kab Halut sesuai UU No 1/2003, kemudian",,,
,,,,,,,,,,,,,"menjadi Wil Kec. Kao Teluk berdasarkan Perda No. 2/2006,  Surat",,,
,,,,,,,,,,,,,"Mendagri No. 146.3/111/SJ, tgl 15 Jan 2010",,,
82.03.22.2009,,,,,,,,,9,Akelamo Kao,,,"Semula Wil. Kec.Makian Malifut sesuai PP No. 42/1999, menjadi",,,
,,,,,,,,,,,,,"wil. Kec. Malifut Kab Halut sesuai UU No 1/2003, kemudian",,,
,,,,,,,,,,,,,"menjadi Wil Kec. Kao Teluk berdasarkan Perda No. 2/2006,  Surat",,,
,,,,,,,,,,,,,"Mendagri No. 146.3/111/SJ, tgl 15 Jan 2010",,,
82.03.22.2010,,,,,,,,,10,Gamsungi,,,"Semula Wil. Kec.Makian Malifut sesuai PP No. 42/1999, menjadi",,,
,,,,,,,,,,,,,"wil. Kec. Malifut Kab Halut sesuai UU No 1/2003, kemudian",,,
,,,,,,,,,,,,,"menjadi Wil Kec. Kao Teluk berdasarkan Perda No. 2/2006,  Surat",,,
,,,,,,,,,,,,,"Mendagri No. 146.3/111/SJ, tgl 15 Jan 2010",,,
82.03.22.2011,,,,,,,,,11,Dum-Dum,,,"Semula Wil. Kec.Makian Malifut sesuai PP No. 42/1999, menjadi",,,
,,,,,,,,,,,,,"wil. Kec. Malifut Kab Halut sesuai UU No 1/2003, kemudian",,,
,,,,,,,,,,,,,"menjadi Wil Kec. Kao Teluk berdasarkan Perda No. 2/2006,  Surat",,,
,,,,,,,,,,,,,"Mendagri No. 146.3/111/SJ, tgl 15 Jan 2010",,,
82.04,4,KAB. HALMAHERA SELATAN,,,,,30,-,,,249,"8.148,90",247.378,,,
82.04.01,,,,,1,Pulau Makian,,-,,,15,,,,,
82.04.01.2001,,,,,,,,,1,Rabutdaiyo,,,,,,
82.04.01.2002,,,,,,,,,2,Waykion,,,"Koreksi nama Desa Waikyon, mjd Waykion. Surat Kepala",,,
,,,,,,,,,,,,,BPM-OTDES Halsel No 160/111/BPM-OTDES/2015 tgl 15 Mei,,,
,,,,,,,,,,,,,2015,,,
82.04.01.2003,,,,,,,,,3,Gorup,,,,,,
82.04.01.2004,,,,,,,,,4,Walo,,,,,,
82.04.01.2005,,,,,,,,,5,Dalam,,,,,,
82.04.01.2006,,,,,,,,,6,Gitang,,,,,,
82.04.01.2007,,,,,,,,,7,Kyowor,,,,,,
82.04.01.2008,,,,,,,,,8,Matentengin,,,"Koreksi nama Desa Matan Tengin, mjd Matentengin. Surat Kepala",,,
,,,,,,,,,,,,,BPM-OTDES Halsel No 160/111/BPM-OTDES/2015 tgl 15 Mei,,,
,,,,,,,,,,,,,2015,,,
82.04.01.2009,,,,,,,,,9,Sangapati,,,,,,
82.04.01.2010,,,,,,,,,10,Suma,,,,,,
82.04.01.2011,,,,,,,,,11,Ploili,,,"Koreksi nama Desa Ploly, mjd Ploili. Surat Kepala BPM-OTDES",,,
,,,,,,,,,,,,,Halsel No 160/111/BPM-OTDES/2015 tgl 15 Mei 2015,,,
82.04.01.2012,,,,,,,,,12,Dauri,,,,,,
82.04.01.2013,,,,,,,,,13,Gurua,,,,,,
82.04.01.2014,,,,,,,,,14,Wailoa,,,,,,
,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,
,,,,,,,,Malapat,,,,"Menjadi wil. Kec. Makian Barat, Perda No. 8/2007",,,,
,,,,,,,,Bobawae,,,,"Menjadi wil. Kec. Makian Barat, Perda No. 8/2007",,,,
,,,,,,,,Ombawa,,,,"Menjadi wil. Kec. Makian Barat, Perda No. 8/2007",,,,
,,,,,,,,Tegono,,,,"Menjadi wil. Kec. Makian Barat, Perda No. 8/2007",,,,
,,,,,,,,Matekente,,,,"Menjadi wil. Kec. Makian Barat, Perda No. 8/2007",,,,
,,,,,,,,Talapao,,,,"Menjadi wil. Kec. Makian Barat, Perda No. 8/2007",,,,
,,,,,,,,Sabalei,,,,"Menjadi wil. Kec. Makian Barat, Perda No. 8/2007",,,,
82.04.01.2022,,,,,,,15,Waigitang,,,,"Surat Kepala Badan Pemberdayaan dan Otonomi Desa, No.",,,,
,,,,,,,,,,,,160/62/BPM-0TDES/2014 Koreksi nama desa,,,,
82.04.02,,,,2,Kayoa,-,,,14,,,,,,,
,,,,,,,,Bokimiake,,,,"Menjadi wil. Kec. Kayoa Barat, Perda No. 8/2007",,,,
,,,,,,,,Hatejawa,,,,"Menjadi wil. Kec. Kayoa Barat, Perda No. 8/2007",,,,
,,,,,,,,Busua,,,,"Menjadi wil. Kec. Kayoa Barat, Perda No. 8/2007",,,,
82.04.02.2004,,,,,,,1,Siko,,,,,,,,
82.04.02.2005,,,,,,,2,Gafi,,,,,,,,
82.04.02.2006,,,,,,,3,Laigoma,,,,,,,,
,,,,,,,,Modayama,,,,"Menjadi wil. Kec. Kayoa Utara, Perda No. 8/2007",,,,
,,,,,,,,Laromabati,,,,"Menjadi wil. Kec. Kayoa Utara, Perda No. 8/2007",,,,
,,,,,,,,Gayap,,,,"Menjadi wil. Kec. Kayoa Utara, Perda No. 8/2007",,,,
,,,,,,,,Ake Jailolo,,,,"Menjadi wil. Kec. Kayoa Utara, Perda No. 8/2007",,,,
,,,,,,,,Ngute-Ngute,,,,"Menjadi wil. Kec. Kayoa Selatan, Perda No. 8/2007",,,,
,,,,,,,,Laluin,,,,"Menjadi wil. Kec. Kayoa Selatan, Perda No. 8/2007",,,,
,,,,,,,,Posi-Posi,,,,"Menjadi wil. Kec. Kayoa Selatan, Perda No. 8/2007",,,,
,,,,,,,,Sagawele,,,,"Menjadi wil. Kec. Kayoa Selatan, Perda No. 8/2007",,,,
,,,,,,,,Orimakurunga,,,,"Menjadi wil. Kec. Kayoa Selatan, Perda No. 8/2007",,,,
82.04.02.2016,,,,,,,4,Ligua,,,,,,,,
82.04.02.2017,,,,,,,5,Kida,,,,,,,,
82.04.02.2018,,,,,,,6,Buli,,,,,,,,
82.04.02.2019,,,,,,,7,Talimau,,,,,,,,
82.04.02.2020,,,,,,,8,Gunange,,,,,,,,
82.04.02.2021,,,,,,,9,Lelei,,,,,,,,
82.04.02.2022,,,,,,,10,Bajo,,,,,,,,
82.04.02.2023,,,,,,,11,Guruapin,,,,,,,,
82.04.02.2024,,,,,,,12,Karamat,,,,,,,,
,,,,,,,,Wayasipang,,,,"Menjadi wil. Kec. Kayoa Utara, Perda No. 8/2007",,,,
,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,LUAS,JUMLAH,,,,,,,,
,NAMA PROVINSI /,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,,,
K O D E,KABUPATEN / KOTA,,,,,,(Km2),(Jiwa) *),,,,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,,,,,,,,,
,,,,,,Ngokomalako,,,"Menjadi wil. Kec. Kayoa Utara, Perda No. 8/2007",,,,,,,
,,,,,,,,,,,,,,,,
Fofau,"Perda no. 23/2006, Menjadi wil. Kec. Kayoa Barat, Perda No.",,,,,,,,,,,,,,,
8/2007,,,,,,,,,,,,,,,,
,,,,,Pasir Putih,,"Perda No. 23/2006, Menjadi wil. Kec. Kayoa Selatan, Perda No.",,,,,,,,,
,,,,,,,8/2007,,,,,,,,,
82.04.02.2029,,,,13,Tawabi,,Perda No. 23/2006,,,,,,,,,
82.04.02.2030,,,,14,Dorolamo,,Perda No. 23/2006,,,,,,,,,
82.04.03,3,Gane Timur,-,,,12,,,,,,,,,,
82.04.03.2001,,,,1,Maffa,,"Surat Kepala Badan Pemberdayaan dan Otonomi Desa, No.",,,,,,,,,
,,,,,,,160/62/BPM-0TDES/2014 Koreksi nama desa,,,,,,,,,
82.04.03.2002,,,,2,Foya,,,,,,,,,,,
82.04.03.2003,,,,3,Tobaru,,,,,,,,,,,
82.04.03.2004,,,,4,Foya Tobaru,,,,,,,,,,,
82.04.03.2005,,,,5,Lalubi,,,,,,,,,,,
82.04.03.2006,,,,6,Akelamo,,,,,,,,,,,
82.04.03.2007,,,,7,Batonam,,,,,,,,,,,
82.04.03.2008,,,,8,Wosi,,,,,,,,,,,
,,,,,Matuting,,"Menjadi wil. Kec. Gane Timur Tengah, Perda No. 8/2007",,,,,,,,,
,,,,,Bisui,,"Menjadi wil. Kec. Gane Timur Tengah, Perda No. 8/2007",,,,,,,,,
,,,,,Kuwo,,"Menjadi wil. Kec. Gane Timur Selatan, Perda No. 8/2007",,,,,,,,,
,,,,,Ranga Ranga,,"Menjadi wil. Kec. Gane Timur Selatan, Perda No. 8/2007",,,,,,,,,
,,,,,Gane Luar,,"Menjadi wil. Kec. Gane Timur Selatan, Perda No. 8/2007",,,,,,,,,
82.04.03.2014,,,,9,Sumber Makmur,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Gaimu,"Perda No. 23/2006, Menjadi wil. Kec. Gane Timur Selatan, Perda",,,,,,,,,,,,,,,
No. 8/2007,,,,,,,,,,,,,,,,
,,Lelewi,"Perda No. 23/2006, Menjadi wil. Kec. Gane Timur Tengah, Perda",,,,,,,,,,,,,
,,,No. 8/2007,,,,,,,,,,,,,
,Luim,,"Perda No. 23/2006, Menjadi wil. Kec. Gane Timur Tengah, Perda",,,,,,,,,,,,,
,,,No. 8/2007,,,,,,,,,,,,,
,,Tabahidayah,"Perda No. 23/2006, Menjadi wil. Kec. Gane Timur Tengah, Perda",,,,,,,,,,,,,
,,,No. 8/2007,,,,,,,,,,,,,
,Tagia,,"Perda No. 23/2006, Menjadi wil. Kec. Gane Timur Tengah, Perda",,,,,,,,,,,,,
,,,No. 8/2007,,,,,,,,,,,,,
82.04.03.2020,10,Kotalow,Perda No. 23/2006. Koreksi nama desa. Semula Kotaloow menjadi,,,,,,,,,,,,,
,,,Kotalow. Surat Kepala BPM-OTDES Halsel No,,,,,,,,,,,,,
,,,160/111/BPM-OTDES/2015 tgl 15 Mei 2015,,,,,,,,,,,,,
,,Sawat,"Perda No. 23/2006, Menjadi wil. Kec. Gane Timur Selatan, Perda",,,,,,,,,,,,,
,,,No. 8/2007,,,,,,,,,,,,,
82.04.03.2022,11,Kebun Raja,Perda No. 23/2006,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Matuting Tanjung,"Perda No. 23/2006, Menjadi wil. Kec. Gane Timur Tengah, Perda",,,,,,,,,,,,,,,
No. 8/2007,,,,,,,,,,,,,,,,
Tabahijrah,"Perda No. 23/2006, Menjadi wil. Kec. Gane Timur Tengah, Perda",,,,,,,,,,,,,,,
No. 8/2007,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,
82.04.03.2025,,,,,,,12,Tanjung Jere,,,,Perda No. 23/2006,,,,
82.04.04,,,,4,Gane Barat,-,,,10,,,,,,,
,,,,,,,,Tawabi,,,,"Menjadi wil. Kec. Kepulauan Joronga, Perda No. 8/2007",,,,
,,,,,,,,Pulau Gala,,,,"Menjadi wil. Kec. Kepulauan Joronga, Perda No. 8/2007",,,,
,,,,,,,,Gonone,,,,"Menjadi wil. Kec. Kepulauan Joronga, Perda No. 8/2007",,,,
,,,,,,,,Kukupang,,,,"Menjadi wil. Kec. Kepulauan Joronga, Perda No. 8/2007",,,,
,,,,,,,,Dowora,,,,"Menjadi wil. Kec. Gane Barat Selatan, Perda No. 8/2007",,,,
,,,,,,,,Jikolamo,,,,,,,,
,,,,,,,,Batulak,,,,"Menjadi wil. Kec. Gane Barat Utara, Perda No. 8/2007",,,,
,,,,,,,,Bumira,,,,"Menjadi wil. Kec. Gane Barat Utara, Perda No. 8/2007",,,,
,,,,,,,,Posi Posi,,,,"Menjadi wil. Kec. Gane Barat Utara, Perda No. 8/2007",,,,
,,,,,,,,Samat,,,,"Menjadi wil. Kec. Gane Barat Utara, Perda No. 8/2007",,,,
,,,,,,,,Samo,,,,"Menjadi wil. Kec. Gane Barat Utara, Perda No. 8/2007",,,,
,,,,,,,,Moluku,,,,"Menjadi wil. Kec. Gane Barat Utara, Perda No. 8/2007",,,,
,,,,,,,,Tokaka,,,,"Menjadi wil. Kec. Gane Barat Utara, Perda No. 8/2007",,,,
,,,,,,,,Dolik,,,,"Menjadi wil. Kec. Gane Barat Utara, Perda No. 8/2007",,,,
,,,,,,,,Boso,,,,"Menjadi wil. Kec. Gane Barat Utara, Perda No. 8/2007",,,,
82.04.04.2016,,,,,,,1,Doro,,,,,,,,
82.04.04.2017,,,,,,,2,Koititi,,,,,,,,
82.04.04.2018,,,,,,,3,Cango,,,,,,,,
82.04.04.2019,,,,,,,4,Saketa,,,,,,,,
82.04.04.2020,,,,,,,5,Balitata,,,,,,,,
82.04.04.2021,,,,,,,6,Oha,,,,,,,,
82.04.04.2022,,,,,,,7,Papaceda,,,,,,,,
82.04.04.2023,,,,,,,8,Lemo Lemo,,,,,,,,
,,,,,,,,Tawa,,,,"Menjadi wil. Kec. Gane Barat Selatan, Perda No. 8/2007",,,,
,,,,,,,,Pasipalele,,,,"Menjadi wil. Kec. Gane Barat Selatan, Perda No. 8/2007",,,,
,,,,,,,,Jibubu,,,,"Menjadi wil. Kec. Gane Barat Selatan, Perda No. 8/2007",,,,
,,,,,,,,Gane Dalam,,,,"Menjadi wil. Kec. Gane Barat Selatan, Perda No. 8/2007",,,,
,,,,,,,,Sekely,,,,"Menjadi wil. Kec. Gane Barat Selatan, Perda No. 8/2007",,,,
82.04.04.2029,,,,,,,9,Bumi Rahmat,,,,,,,,
,,,,,,,,Nurjihat,,,,"Menjadi wil. Kec. Gane Barat Utara, Perda No. 8/2007",,,,
