Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,
,,NOMOR,TAHUN,,,,,,,,,,,
,,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,
,,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,
,,,JUMLAH,,,N A M A,/   J U M L A H,,,LUAS,JUMLAH,,,
K O D E,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
,,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,(Km2),(Jiwa) *),,,
,NAMA PROVINSI /,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,
K O D E,KABUPATEN / KOTA,,,,,,(Km2),(Jiwa) *),,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,,,,,,,
,,,,,,,,,,,,,,
Sihare'o I Tabaloho,,,,,,,,,,,,,,
Sihare'o II Tabaloho,,,,,,,,,,,,,,
Simandraolo,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Sisarahili Gamo,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Sisarahili,,,,,,,,,,,,,,
Sisambualahe,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Sisobahili Tabaloho,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Sisombahili II Tanoseo,"Menjadi wil. Kec. Gunungsitoli Selatan, Perda No 5/2005",,,,,,,,,,,,,
Tetehosi Ombolota,"Menjadi wil. Kec. Gunungsitoli Selatan, Perda No 5/2005",,,,,,,,,,,,,
Tuhemberua Ulu,,,,,,,,,,,,,,
Tumori,"Menjadi wil. Kec. Gunungsitoli Barat, Perda No.4/2008",,,,,,,,,,,,,
Tumori Balohili,"Menjadi wil. Kec. Gunungsitoli Barat, Perda No.4/2008",,,,,,,,,,,,,
Pasar Gunung Sitoli,,,,,,,,,,,,,,
Saombo,,,,,,,,,,,,,,
Ilir,,,,,,,,,,,,,,
Tuhemberua,"Menjadi wil. Kab. Nias Utara, UU No. 45/2008",,,,,,,,,,,,,
Tetehosi Maziaya,"Menjadi wil. Kec. Sitoli Ori, Perda No. 5/2005",,,,,,,,,,,,,
Umbubalodano,"Menjadi wil. Kec. Sitolu Ori, Perda no. 5/2005",,,,,,,,,,,,,
Botolakha,,,,,,,,,,,,,,
Nazalau,,,,,,,,,,,,,,
Lasara Sawu,"Menjadi wil. Kec. Gunungsitoli Utara, Perda No. 5/2005",,,,,,,,,,,,,
"Loloana""a/Lolomoyo","Menjadi wil. Kec. Gunungsitoli Utara, Perda No. 5/2005",,,,,,,,,,,,,
Gawu-Gawu Bauso,"Menjadi wil. Kec. Gunungsitoli Utara, Perda No. 5/2005",,,,,,,,,,,,,
Afia,"Menjadi wil. Kec. Gunungsitoli Utara, Perda No. 5/2005",,,,,,,,,,,,,
Tetehosi Afia,"Menjadi wil. Kec. Gunungsitoli Utara, Perda No. 5/2005",,,,,,,,,,,,,
Hambawa,"Menjadi wil. Kec. Gunungsitoli Utara, Perda No. 5/2005",,,,,,,,,,,,,
Teluk Belukar,"Menjadi wil. Kec. Gunungsitoli Utara, Perda No. 5/2005",,,,,,,,,,,,,
Hilimbosi,"Menjadi wil. Kec. Sitolu Ori, Perda No 5/2005",,,,,,,,,,,,,
"Hilisalo""o","Menjadi wil. Kec. Sitolu Ori, Perda No 5/2005",,,,,,,,,,,,,
"Seriwa""u","Menjadi wil. Kec. Sawo,  Perda No. 5/2005",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Siofa Banua,,,,,,,,,,,,,,
La'aya,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Alo'oa,,,,,,,,,,,,,,
Ladara,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Banua Gea,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,LUAS,JUMLAH,,,,,,
,NAMA PROVINSI /,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,
K O D E,KABUPATEN / KOTA,,,,,,(Km2),(Jiwa) *),,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,,,,,,,
,,,,,,"Fulolo Salo""o",,,"Menjadi wil. Kec. Sitolu Ori, Perda No 5/2005",,,,,
,,,,,,Ombolata Sawo,,,"Menjadi wil. Kec. Sawo, Perda no. 5/2005",,,,,
,,,,,,Sanawuyu,,,"Menjadi wil. Kec. Sawo, Perda no. 5/2005",,,,,
,,,,,,Silima Banua,,,,,,,,
,,,,,,Fino,,,,,,,,
,,,,,,Onozitoli Sawo,,,"Menjadi wil. Kec. Sawo, Perda No. 5/2005",,,,,
,,,,,,Sifahandro,,,"Menjadi wil. Kec. Sawo, Perda No. 5/2005",,,,,
,,,,,,Sisarahili Tlk Siabang,,,"Menjadi wil. Kec. Sawo, Perda No. 5/2005",,,,,
,,,,,,Lasara Sowu,,,"Menjadi wil. Kec. Sawo, Perda No. 5/2005",,,,,
,,,,,,Sawo,,,"Menjadi wil. Kec. Sawo, Perda No. 5/2005",,,,,
,,,,,,Hiliduruwa,,,"Menjadi wil. Kec. Sawo, Perda No. 5/2005",,,,,
,,,,,,Teluk Bengkuang,,,"Menjadi wil. Kec. Sawo, Perda No. 5/2005",,,,,
,,,,Lahewa,,,,,"Menjadi wil. Kab. Nias Utara, UU No. 45/2008",,,,,
,,,,,,Iraono Lase,,,,,,,,
,,,,,,Holi,,,,,,,,
,,,,,,Laowowaga,,,"Menjadi wil. Kec. Lahewa Timur, Perda No. 5/2005",,,,,
,,,,,,Lukhu Lase,,,"Menjadi wil. Kec. Lahewa Timur, Perda No. 5/2005",,,,,
,,,,,,Tetehosi Sorowi,,,"Menjadi wil. Kec. Lahewa Timur, Perda No. 5/2005",,,,,
,,,,,,,,,,,,,,
Sifaoro'asi,,,,,,,,,,,,,,
Hilizukhu,,,,,,,,,,,,,,
Onozalukhu,,,,,,,,,,,,,,
Hilina'a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Hiligodu Hoya,,,,,,,,,,,,,,
Sitolubanua,,,,,,,,,,,,,,
Hilihati,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Fadoro Sitolu Hili,,,,,,,,,,,,,,
Marafala,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Hiligawolo,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Balefadoro Tuho,,,,,,,,,,,,,,
Ombolata,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Tefao,"Menjadi wil. Kec. Lahewa Timur, Perda No. 5/2005",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Afia,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Moawo,,,,,,,,,,,,,,
Lasara,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,LUAS,JUMLAH,,,,,,
,NAMA PROVINSI /,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,
K O D E,KABUPATEN / KOTA,,,,,,(Km2),(Jiwa) *),,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,,,,,,,
,,,,,,Sihene'asi,,,,,,,,
,,,,,,Fadoro Hilimbowo,,,,,,,,
,,,,,,Fadoro Hilihambawa,,,,,,,,
,,,,,,Tugala Lauru,,,"Menjadi wil. Kec. Lahewa Timur, Perda No. 5/2005",,,,,
,,,,,,Muzoi,,,"Menjadi wil. Kec. Lahewa Timur, Perda No. 5/2005",,,,,
,,,,,Pasar Lahewa,,,,,,,,,
,,,,Alasa,,,,,"Menjadi wil. Kab. Nias Utara, UU No. 45/2008",,,,,
,,,,,,Bitaya,,,,,,,,
,,,,,,Humene Siheneasi,,,"Menjadi wil. Kec. Tugala Oyo, Perda No.4/2008",,,,,
,,,,,,Fabaliwa Oyo,,,"Menjadi wil. Kec. Tugala Oyo, Perda No.4/2008",,,,,
,,,,,,Botona'ai,,,"Menjadi wil. Kec. Tugala Oyo, Perda No.4/2008",,,,,
,,,,,,Te'olo,,,"Menjadi wil. Kec. Tugala Oyo, Perda No.4/2008",,,,,
,,,,,,Siwawo,,,"Menjadi wil. Kec. Tugala Oyo, Perda No.4/2008",,,,,
,,,,,,Gunung Tua,,,"Menjadi wil. Kec. Tugala Oyo, Perda No.4/2008",,,,,
,,,,,,Lahemboho,,,,,,,,
,,,,,,Hilisebua,,,,,,,,
,,,,,,Ononazara,,,"Menjadi wil. Kec. Tugala Oyo, Perda No.4/2008",,,,,
,,,,,,Anaoma,,,,,,,,
,,,,,,Banua Sibohou III,,,"Menjadi wil. Kec. Alasa Talu Muzoi, Perda No. 5/2005",,,,,
,,,,,,Dahana Tugala Oyo,,,,,,,,
,,,,,,Harefanaese,,,"Menjadi wil. Kec. Alasa Talu Muzoi, Perda No. 5/2005",,,,,
,,,,,,Fulolo,,,,,,,,
,,,,,,Hiligawoni,,,,,,,,
,,,,,,Ononamolo Tumula,,,,,,,,
,,,,,,Hilimbowo Kare,,,"Menjadi wil. Kec. Alasa Talu Muzoi, Perda No. 5/2005",,,,,
,,,,,,Laehuwa,,,"Menjadi wil. Kec. Alasa Talu Muzoi, Perda No. 5/2005",,,,,
,,,,,,,,,,,,,,
Banua Sibohou I,,,,,,,,,,,,,,
Ombolata,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Banua Sibohou II,,,,,,,,,,,,,,
Dahana Alasa,,,,,,,,,,,,,,
Ononamolo Alasa,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Mazingo,"Menjadi wil. Kec. Alasa Talu Muzoi, Perda No. 5/2005",,,,,,,,,,,,,
"Hilina""a","Menjadi wil. Kec. Alasa Talu Muzoi, Perda No. 5/2005",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Loloana'a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,,D E S A,,,,,,,
,,,,,,Siwabanua,,,,,,,,
12.04.05,,,1,Hiliduho,-,,16,,,,,,,
12.04.05.2001,,,,,,1,Ononamolo I Bot,,,,,,,
,,,,,,,Hiligodu Botomuzoi,,,"Menjadi wil. Kec. Botomuzoi, Perda No. 5/2005",,,,
,,,,,,,Lazara Botomuzoi,,,"Menjadi wil. Kec. Botomuzoi, Perda No. 5/2005",,,,
,,,,,,Hiliwaele I,,,,"Menjadi wil. Kec. Botomuzoi, Perda No. 5/2005",,,,
,,,,,,,Hilimbowo Botomuzoi,,,"Menjadi wil. Kec. Botomuzoi, Perda No. 5/2005",,,,
,,,,,,,Simanaere Botomuzoi,,,"Menjadi wil. Kec. Botomuzoi, Perda No. 5/2005",,,,
,,,,,,Hiliwaele II,,,,"Menjadi wil. Kec. Botomuzoi, Perda No. 5/2005",,,,
,,,,,,,Fadoro Hunogoa,,,"Menjadi wil. Kec. Hili S/Hilisaranggu, Perda No. 5/2005",,,,
,,,,,,,Lolofaoso Lalai,,,"Menjadi wil. Kec. Hili S/Hilisaranggu, Perda No. 5/2005",,,,
,,,,,,Fulolo Lalai,,,,"Menjadi wil. Kec. Hili S/Hilisaranggu, Perda No. 5/2005",,,,
,,,,,,Lawa-Lawa,,,,"Menjadi wil. Kec. Hili S/Hilisaranggu, Perda No. 5/2005",,,,
,,,,,,Lalai III,,,,"Menjadi wil. Kec. Hili S/Hilisaranggu, Perda No. 5/2005",,,,
,,,,,,Lolowua,,,,"Menjadi wil. Kec. Hili S/Hilisaranggu, Perda No. 5/2005",,,,
,,,,,,,Dahadano Botombawo,,,"Menjadi wil. Kec. Hili S/Hilisaranggu, Perda No. 5/2005",,,,
,,,,,,Tuhegafoa I,,,,"Menjadi wil. Kec. Botomuzoi, Perda No. 5/2005",,,,
,,,,,,,Balohili Botomuzoi,,,"Menjadi wil. Kec. Botomuzoi, Perda No. 5/2005",,,,
,,,,,,,,,,,,,,
Hiliambowo,"Menjadi wil. Kec. Botomuzoi, Perda No. 5/2005",,,,,,,,,,,,,
Botomuzoi,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Fulolo Botomuzoi,"Menjadi wil. Kec. Botomuzoi, Perda No. 5/2005",,,,,,,,,,,
,,Lololana'a,"Menjadi wil. Kec. Botomuzoi, Perda No. 5/2005",,,,,,,,,,,
12.04.05.2021,2,Dima,,,,,,,,,,,,
12.04.05.2022,3,Sinarikhi,,,,,,,,,,,,
12.04.05.2023,4,Ombolata Salo'o,Perbaikan nama sesuai BA No. 2826.a/BP/2017 Rapat,,,,,,,,,,,
,,,Penyusunan dan Validasi Data Wilayah tgl 30 Okt s/d 1 Nov 2017,,,,,,,,,,,
12.04.05.2024,5,Sisobalauru,,,,,,,,,,,,
12.04.05.2025,6,Tuhegafoa II,,,,,,,,,,,,
,,Ononamolo Talafu,"Menjadi wil. Kec. Botomuzoi, Perda No. 5/2005",,,,,,,,,,,
12.04.05.2027,7,Fadoro Lauru,,,,,,,,,,,,
12.04.05.2028,8,Lasara Tanose'o,,,,,,,,,,,,
,,Fadoro You,"Menjadi wil. Kec. Gunungsitoli Alo'oa, Perda No. 5/2005",,,,,,,,,,,
12.04.05.2030,9,Hiliduho,,,,,,,,,,,,
12.04.05.2031,10,Hiligodu Tanoseo,,,,,,,,,,,,
12.04.05.2032,11,Sisobahili I Tanoseo,,,,,,,,,,,,
,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,
,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
K O D E,KABUPATEN / KOTA,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,
12.04.05.2033,,,,,,,12,Onozitolidulu,,,,,,
12.04.05.2034,,,,,,,13,Mazingo Tanose'o,,,,,,
,,,,,,,,Tarakhaini,,,"Menjadi wil. Kec. Gunungsitoli Alo'oa, Perda No. 5/2005",,,
,,,,,,,,Irano Lase,,,"Menjadi wil. Kec. Gunungsitoli Alo'oa, Perda No. 5/2005",,,
,,,,,,,,"Nazalou Alo""oa",,,"Menjadi wil. Kec. Gunungsitoli Alo'oa, Perda No. 5/2005",,,
,,,,,,,,"Niko""otano Dao",,,"Menjadi wil. Kec. Gunungsitoli Alo'oa, Perda No. 5/2005",,,
,,,,,,,,Fadoro Hilimbowo,,,"Menjadi wil. Kec. Gunungsitoli Alo'oa, Perda No. 5/2005",,,
12.04.05.2040,,,,,,,14,Onowaembo Hiligara,,,"Pemekaran sebagian Desa Dima, Perda No. 2/2012",,,
12.04.05.2041,,,,,,,15,Silimabanua,,,"Pemekaran sebagian Desa Sisobalauru, Perda No. 2/2012",,,
12.04.05.2042,,,,,,,16,Ombolata Sisarahili,,,"Pemekaran sebagian Desa Ononamolo I Bot, Perda No. 2/2012",,,
12.04.06,,,,2,Gido,-,,21,,,,,,
,,,,,,,,Orahili Somolo Molo,,,"Menjadi wil. Kec. Ulugawo, Perda No. 5/2005",,,
,,,,,,,,Hiliweto Somolo-molo,,,"Menjadi wil. Kec. Ulugawo, Perda No. 5/2005",,,
,,,,,,,,Lawalawa Luo,,,"Menjadi wil. Kec. Ulugawo, Perda No. 5/2005",,,
,,,,,,,,Tuhembuasi,,,"Menjadi wil Kec. Sogae'adu, Perda No. 3/2012",,,
,,,,,,,,Hilibadalu,,,"Menjadi wil Kec. Sogae'adu, Perda No. 3/2012",,,
12.04.06.2006,,,,,,,1,Hiliotalua,,,,,,
,,,,,,,,Siahareo Sogae'adu,,,"Menjadi wil Kec. Sogae'adu, Perda No. 3/2012",,,
12.04.06.2008,,,,,,,2,Akhelauwe,,,,,,
,,,,,,,,Saitagaramba,,,"Menjadi wil Kec. Sogae'adu, Perda No. 3/2012",,,
,,,,,,,,La'uri,,,"Menjadi wil Kec. Sogae'adu, Perda No. 3/2012",,,
,,,,,,,,Sisarahili Sogae'adu,,,"Menjadi wil Kec. Sogae'adu, Perda No. 3/2012",,,
,,,,,,,,Tulumbaho,,,"Menjadi wil Kec. Sogae'adu, Perda No. 3/2012",,,
,,,,,,,,Sogae'adu,,,"Menjadi wil Kec. Sogae'adu, Perda No. 3/2012",,,
,,,,,,,,We'a-we'a,,,"Menjadi wil Kec. Sogae'adu, Perda No. 3/2012",,,
,,,,,,,,Baruzo,,,"Menjadi wil Kec. Sogae'adu, Perda No. 3/2012",,,
12.04.06.2016,,,,,,,3,Hilisebua,,,,,,
12.04.06.2017,,,,,,,4,Somi,,,,,,
12.04.06.2018,,,,,,,5,Sirete,,,,,,
12.04.06.2019,,,,,,,6,Heliweto Gido,,,,,,
12.04.06.2020,,,,,,,7,Loloana'a Gido,,,,,,
,,,,,,,,Hilimbana,,,"Menjadi wil Kec. Sogae'adu, Perda No. 3/2012",,,
12.04.06.2022,,,,,,,8,Sisobahili,,,,,,
12.04.06.2023,,,,,,,9,Lahemo,,,,,,
,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,,D E S A,,,,,,,
12.04.06.2024,,,,,,10,Ladea,,,,,,,
,,,,,,,"Loloana""a Idanoi",,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Hiliweto Idanoi,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
12.04.06.2027,,,,,,11,Umbu,,,,,,,
12.04.06.2028,,,,,,12,Soewe,,,,,,,
12.04.06.2029,,,,,,13,Lolozasai,,,,,,,
12.04.06.2030,,,,,,14,Lazara Idanoi,,,,,,,
,,,,,,,Binaka,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Idanotae,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,Fowa,,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Tetehosi I,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Tetehosi II,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Siwalu Banua I,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,"Awa""ai",,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Lewuoguru Idanoi,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Fodoro,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Hilihambawa,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Helefanikha,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Bawodesolo,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Sifala Ete,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Hilimbawo Desolo,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Dahana,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Tuhegeo I,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Simanaere,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Humene,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
,,,,,,,Siwalu Banua II,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,
12.04.06.2050,,,,,,15,Lasela,,,"Pemekaran sebagian Desa Wea-Wea, Perda No. 2/2012",,,,
12.04.06.2051,,,,,,16,Ladea Orahua,,,"Pemekaran sebagian Desa Ladea, Perda No. 2/2012",,,,
12.04.06.2052,,,,,,17,Tulumbaho Salo'o,,,"Pemekaran sebagian Desa Tulumbaho, Perda No. 2/2012",,,,
12.04.06.2053,,,,,,18,Nifolo'o Lauru,,,"Pemekaran sebagian Desa Sisobahili, Perda No. 2/2012",,,,
12.04.06.2054,,,,,,19,Hilizoi,,,"Pemekaran sebagian Desa Hilisebua, Perda No. 2/2012",,,,
12.04.06.2055,,,,,,20,Somi Botogo'o,,,"Pemekaran sebagian Desa Somi, Perda No. 2/2012",,,,
12.04.06.2056,,,,,,21,Olindrawa Sisarahili,,,"Pemekaran sebagian Desa Sisarahili Sogaeadu, Perda No. 2/2012",,,,
,,,,Lolofitu Moi,,,,,,"Menjadi wil. Kab. Nias Barat, UU No. 46/2008",,,,
,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,LUAS,JUMLAH,,,,,,
,NAMA PROVINSI /,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,
K O D E,KABUPATEN / KOTA,,,,,,(Km2),(Jiwa) *),,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,,,,,,,
,,,,,,Sisobawino II,,,,,,,,
,,,,,,Duria,,,,,,,,
,,,,,,Balodano,,,"Menjadi wil. Kec. Ma'u, Perda No. 5/2005",,,,,
,,,,,,Lewu Oguru II,,,"Menjadi wil. Kec. Ma'u, Perda No. 5/2005",,,,,
,,,,,,Sisobawino I,,,"Menjadi wil. Kec. Simolo-Molo, Perda No. 5/2005",,,,,
,,,,,,"I""odano",,,"Menjadi wil. Kec. Simolo-Molo, Perda No. 5/2005",,,,,
,,,,,,Hunosimolo-Molo,,,"Menjadi wil. Kec. Simolo-Molo, Perda No. 5/2005",,,,,
,,,,,,Sisaratandrawa,,,"Menjadi wil. Kec. Simolo-Molo, Perda No. 5/2005",,,,,
,,,,,,Simolo Molo,,,"Menjadi wil. Kec. Simolo-Molo, Perda No. 5/2005",,,,,
,,,,,,Lewu Oguru I,,,"Menjadi wil. Kec. Simolo-Molo, Perda No. 5/2005",,,,,
,,,,,,Sifaoro Asi,,,"Menjadi wil. Kec. Simolo-Molo, Perda No. 5/2005",,,,,
,,,,,,"Sihare""o III",,,"Menjadi wil. Kec. Ma'u, Perda No. 5/2005",,,,,
,,,,,,Lewuombanua,,,"Menjadi wil. Kec. Simolo-Molo, Perda No. 5/2005",,,,,
,,,,,,"Sisarahilima""u",,,"Menjadi wil. Kec. Ma'u, Perda No. 5/2005",,,,,
,,,,,,Lasara Siwalu Banua,,,"Menjadi wil. Kec. Ma'u, Perda No. 5/2005",,,,,
,,,,,,,,,,,,,,
Ambukha,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Hilimbowo Ma'u,,,,,,,,,,,,,,
Hilimbuasi,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Lolofitu,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Hili""uso",,,,,,,,,,,,,,
Wango,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Tuhemberua,"Menjadi wil. Kec. Ma'u, Perda No. 5/2005",,,,,,,,,,,,,
Lolofaosi,,,,,,,,,,,,,,
Atualuo,"Menjadi wil. Kec. Ma'u, Perda No. 5/2005",,,,,,,,,,,,,
Lewa Lewa,"Menjadi wil. Kec. Ma'u, Perda No. 5/2005",,,,,,,,,,,,,
Dekha,"Menjadi wil. Kec. Ma'u, Perda No. 5/2005",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Hilimbowo Idanoi,,,,,,,,,,,,,,
Orahili Idanoi,,,,,,,,,,,,,,
Onombongi,,,,,,,,,,,,,,
Awela,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Ehosakhozi,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Tuhegeo II,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,,,,,,,,,,
Samasi,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,,,,,,,,,,
Ombolata,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,,,,,,,,,,
,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,LUAS,JUMLAH,,,,,,
,NAMA PROVINSI /,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,
K O D E,KABUPATEN / KOTA,,,,,,(Km2),(Jiwa) *),,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,,,,,,,
,,,,,,Onowaembo,,,"Menjadi wil. Kec. Gunungsitoli Idanoi, Perda No. 5/2005",,,,,
,,,,Mandrehe,,,,,"Menjadi wil. Kab. Nias Barat, UU No. 46/2008",,,,,
,,,,,,Onolalimburaya,,,"Menjadi wil. Kec. Mandrehe Barat, Perda No. 5/2005",,,,,
,,,,,,Ono Namolo III,,,"Menjadi wil. Kec. Mandrehe Barat, Perda No. 5/2005",,,,,
,,,,,,Sisobaoho,,,"Menjadi wil. Kec. Mandrehe Barat, Perda No. 5/2005",,,,,
,,,,,,Iriano Geba,,,"Menjadi wil. Kec. Mandrehe Barat, Perda No. 5/2005",,,,,
,,,,,,Lolohia,,,"Menjadi wil. Kec. Mandrehe Barat, Perda No. 5/2005",,,,,
,,,,,,Simae'asi,,,,,,,,
,,,,,,Bukit Tinggi,,,"Menjadi wil. Kec. Ulu Moro'o/Narwo, Perda No. 5/2005",,,,,
,,,,,,Lawelu,,,"Menjadi wil. Kec. Ulu Moro'o/Narwo, Perda No. 5/2005",,,,,
,,,,,,"Salo""o",,,"Menjadi wil. Kec. Ulu Moro'o/Narwo, Perda No. 5/2005",,,,,
,,,,,,Hilisangawola,,,"Menjadi wil. Kec. Ulu Moro'o/Narwo, Perda No. 5/2005",,,,,
,,,,,,Hilibadalu,,,"Menjadi wil. Kec. Ulu Moro'o/Narwo, Perda No. 5/2005",,,,,
,,,,,,Lologolu,,,,,,,,
,,,,,,Tuwuuna,,,,,,,,
,,,,,,Balodano,,,"Menjadi wil. Kec. Mandrehe Utara, Perda No. 5/2005",,,,,
,,,,,,,,,,,,,,
Tuhemberua,,,,,,,,,,,,,,
Lolozirugi,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
